"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
2	"C2H7O7PS2"	"[M - H2O + H]+"	"C2H6O6PS2+"	"Fatty acids"	0.491	"Fatty acyls"	0.055	"Fatty alcohols"	0.049	"Organic acids and derivatives"	0.994	"Organic sulfonic acids and derivatives"	0.727	"Organosulfonic acids and derivatives"	0.721	"Alkanesulfonic acids and derivatives"	0.647	"Alkanesulfonic acids"	0.503	"Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities"	220.935	22	0.375	707666751868250240	707666498536469504	73	NA	73
1	"C5H11N3"	"[M + H3N + H]+"	"C5H15N4+"	"Alkaloids"	0.979	"Ornithine alkaloids"	0.754	"Polyamines"	0.882	"Organic nitrogen compounds"	1	"Organonitrogen compounds"	1	"Guanidines"	0.962	NA	NA	"Guanidines"	0.962	"Organic compounds; Organonitrogen compounds; Guanidines; Carboximidamides; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	131.129	23	0.376	707666729948816256	707666498502915072	72	NA	72
2	"C6H14N2O2"	"[M + H]+"	"C6H15N2O2+"	"Amino acids and Peptides"	1	"Small peptides"	1	"Aminoacids"	1	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	1	"Amino acids, peptides, and analogues"	0.998	"Amino acids and derivatives"	0.998	"L-alpha-amino acids"	0.512	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	147.113	23	0.378	707666720620683776	707666498565829632	74	NA	74
1	"C5H9NO2"	"[M + H3N + H]+"	"C5H13N2O2+"	"Amino acids and Peptides"	0.999	"Small peptides"	1	"Aminoacids"	1	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	0.999	"Amino acids, peptides, and analogues"	0.997	"Amino acids and derivatives"	0.997	"Alpha amino acids"	0.905	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Dialkylamines; Alpha amino acids; Pyrrolidine carboxylic acids; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	133.097	23	0.378	707666716619317632	707666498599384064	75	NA	75
1	"C6H7N3O2S"	"[M + K]+"	"C6H7KN3O2S+"	"Alkaloids"	0.76	"Histidine alkaloids"	0.205	"Imidazole alkaloids"	0.21	"Organoheterocyclic compounds"	0.971	"Azoles"	0.747	NA	NA	NA	NA	"Azoles"	0.747	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	223.989	23	0.382	707666772978183552	707666499937367168	119	NA	119
4	"C8H5BrCl2O3"	"[M + K]+"	"C8H5BrCl2KO3+"	"Polyketides"	0.751	"Aromatic polyketides"	0.527	"Simple phenolic acids"	0.334	"Benzenoids"	0.986	"Benzene and substituted derivatives"	0.854	"Benzoyl derivatives"	0.673	NA	NA	"Benzoyl derivatives"	0.673	"Organic compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Benzoyl derivatives; Organooxygen compounds; Aryl bromides; Aryl chlorides; Carboxylic acid derivatives; Bromobenzenes; Chlorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organobromides; Organochlorides; Benzene and substituted derivatives; Halophenols; Benzenoids; Dichlorobenzenes; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	336.844	23	0.386	707666762513394304	707666498968482816	87	NA	87
1	"C9H9ClN2O5S2"	"[M + K]+"	"C9H9ClKN2O5S2+"	"Alkaloids"	0.137	"Oligopeptides"	0.022	"Cephalosporins"	0.008	"Benzenoids"	0.941	"Benzene and substituted derivatives"	0.751	"Benzenesulfonamides"	0.516	NA	NA	"Benzenesulfonamides"	0.516	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Halobenzenes; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Sulfonyls; Organochlorides; Organosulfonamides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Aminosulfonyl compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	362.926	23	0.387	707666808071927936	707666498662298624	77	NA	77
1	"C4H6Cl2O4S"	"[M + Na]+"	"C4H6Cl2NaO4S+"	"Fatty acids"	0.836	"Fatty Acids and Conjugates"	0.688	"Halogenated fatty acids"	0.727	"Organic acids and derivatives"	0.933	"Organic sulfonic acids and derivatives"	0.588	"Organosulfonic acids and derivatives"	0.588	NA	NA	"Organosulfonic acids and derivatives"	0.588	"Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organooxygen compounds; Alkyl chlorides; Sulfonyls; Organochlorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities"	242.926	23	0.389	707666743106348800	707666498628744192	76	NA	76
1	"C4H4Br2N2O3"	"[M - H2O + H]+"	"C4H3Br2N2O2+"	"Alkaloids"	0.382	"Proline alkaloids"	0.045	"Pyrrole alkaloids"	0.045	"Organoheterocyclic compounds"	0.998	"Azoles"	0.545	"Pyrazoles"	0.479	"Pyrazole carboxylic acids and derivatives"	0.563	"Pyrazole carboxylic acids and derivatives"	0.563	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl bromides; Monocarboxylic acids and derivatives; Carboxylic acids; Diazines; Organobromides; Pyrazole carboxylic acids and derivatives; Aryl halides; Vinyl halides; Vinylogous halides; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	268.855	23	0.39	707666771048803584	707666499006231552	88	NA	88
1	"C6H10O2S"	"[M + H3N + H]+"	"C6H14NO2S+"	"Fatty acids"	1	"Fatty Acids and Conjugates"	0.995	"Thia fatty acids"	0.974	"Lipids and lipid-like molecules"	0.944	"Fatty Acyls"	0.949	"Fatty acids and conjugates"	0.944	"Thia fatty acids"	0.787	"Thia fatty acids"	0.787	"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Thia fatty acids; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	164.074	24	0.393	707666719043625344	707666499039785984	89	NA	89
1	"C5H13ClN4O3"	"[M + K]+"	"C5H13ClKN4O3+"	"Amino acids and Peptides"	0.999	"Small peptides"	0.999	"Aminoacids"	0.999	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.998	"Amino acids, peptides, and analogues"	0.996	"Amino acids and derivatives"	0.995	"Alpha amino acids"	0.903	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Halogenated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	251.031	24	0.394	707666755773147392	707666499132060672	92	NA	92
1	"C6H14N4O2"	"[M + K]+"	"C6H14KN4O2+"	"Amino acids and Peptides"	1	"Small peptides"	1	"Aminoacids"	1	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	1	"Amino acids, peptides, and analogues"	1	"Amino acids and derivatives"	1	"L-alpha-amino acids"	0.579	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	213.075	24	0.395	707666721631511040	707666499165615104	93	NA	93
5	"C8H12N4O2"	"[M + K]+"	"C8H12KN4O2+"	"Alkaloids"	0.69	"Pseudoalkaloids (transamidation)"	0.134	"Purine alkaloids"	0.185	"Organoheterocyclic compounds"	0.994	"Azoles"	0.815	NA	NA	NA	NA	"Azoles"	0.815	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	235.057	24	0.396	707666768645467136	707666499102700544	91	NA	91
1	"C7H7ClNO2PS"	"[M - H2O + H]+"	"C7H6ClNOPS+"	"Alkaloids"	0.664	"Nicotinic acid alkaloids"	0.207	"Pyridine alkaloids"	0.206	"Benzenoids"	0.869	"Benzene and substituted derivatives"	0.594	"Halobenzenes"	0.695	"Chlorobenzenes"	0.727	"Chlorobenzenes"	0.727	"Organic compounds; Halobenzenes; Organohalogen compounds; Organonitrogen compounds; Organophosphorus compounds; Aryl chlorides; Chlorobenzenes; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	217.96	24	0.396	707666725448327808	707666499849286784	116	NA	116
1	"C6H11N3O2"	"[M + H3N + H]+"	"C6H15N4O2+"	"Amino acids and Peptides"	1	"Small peptides"	1	"Aminoacids"	1	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	1	"Amino acids, peptides, and analogues"	0.999	"Amino acids and derivatives"	0.999	"Alpha amino acids"	0.941	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	175.119	24	0.4	707666716946473344	707666499245306880	95	NA	95
1	"C5H3BrFNO"	"[M + H3N + H]+"	"C5H7BrFN2O+"	"Alkaloids"	0.947	"Nicotinic acid alkaloids"	0.453	"Pyridine alkaloids"	0.456	"Organoheterocyclic compounds"	0.966	"Pyridines and derivatives"	0.915	"Halopyridines"	0.891	"Polyhalopyridines"	0.926	"Polyhalopyridines"	0.926	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Dihydropyridines; Aryl bromides; Aryl fluorides; Organobromides; Organofluorides; Aryl halides; Organic oxides; Halopyridines; Polyhalopyridines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	208.973	24	0.406	707666753772464256	707666499274667008	96	NA	96
1	"C6H11N3O2"	"[M + H3N + H]+"	"C6H15N4O2+"	"Amino acids and Peptides"	1	"Small peptides"	1	"Aminoacids"	1	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	1	"Amino acids, peptides, and analogues"	0.999	"Amino acids and derivatives"	0.999	"Alpha amino acids"	0.945	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	175.119	24	0.407	707666758159706624	707666501740918144	171	NA	171
1	"C4H5F3N2O"	"[M + K]+"	"C4H5F3KN2O+"	"Fatty acids"	0.518	"Fatty amides"	0.513	"Primary amides"	0.284	"Organic acids and derivatives"	0.626	"Carboxylic acids and derivatives"	0.635	"Carboxylic acid derivatives"	0.555	"Carboxylic acid amides"	0.621	"Primary carboxylic acid amides"	0.547	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Primary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	192.999	25	0.411	707666731139998720	707666499345970176	98	NA	98
1	"C3H9N2O5P"	"[M + K]+"	"C3H9KN2O5P+"	"Amino acids and Peptides"	0.659	"Small peptides"	0.691	"Aminoacids"	0.616	"Organic acids and derivatives"	0.99	"Organic phosphonic acids and derivatives"	0.938	"Organic phosphonic acids"	0.935	NA	NA	"Organic phosphonic acids"	0.935	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	222.988	25	0.411	707666746470180736	707666499371136128	99	NA	99
3	"C8H11F2N3O4S2"	"[M + H3N + H]+"	"C8H15F2N4O4S2+"	"Amino acids and Peptides"	0.944	"Small peptides"	0.968	"Aminoacids"	0.868	"Organic acids and derivatives"	0.979	"Carboxylic acids and derivatives"	0.847	"Amino acids, peptides, and analogues"	0.685	"Amino acids and derivatives"	0.686	"Alpha amino acids"	0.554	"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Organofluorides; Carbonyl compounds; Alpha amino acids; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	333.049	25	0.412	7.07666767664e+17	707666499404690560	100	NA	100
1	"C10H12N4O7S"	"[M + K]+"	"C10H12KN4O7S+"	"Amino acids and Peptides"	0.971	"Small peptides"	0.766	"Cephalosporins"	0.296	"Organic acids and derivatives"	0.996	"Carboxylic acids and derivatives"	0.978	"Amino acids, peptides, and analogues"	0.937	"Amino acids and derivatives"	0.935	"N-acyl-alpha amino acids and derivatives"	0.506	"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Nitrobenzenes; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Organic nitro compounds; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Organic oxoazanium compounds; Primary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities"	371.005	25	0.412	707666736202523904	707666499434050688	101	NA	101
4	"C6H6O8"	"[M + H]+"	"C6H7O8+"	"Carbohydrates"	0.699	"Saccharides"	0.608	"Monosaccharides"	0.524	"Organic acids and derivatives"	0.94	"Keto acids and derivatives"	0.552	NA	NA	NA	NA	"Keto acids and derivatives"	0.552	"Organic compounds; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Keto acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Alpha-hydroxy ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	207.015	25	0.413	707666743269926656	707666499488576640	103	NA	103
2	"C4H8N2O3"	"[M + K]+"	"C4H8KN2O3+"	"Amino acids and Peptides"	0.996	"Small peptides"	0.993	"Aminoacids"	0.983	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	1	"Amino acids, peptides, and analogues"	0.972	"Amino acids and derivatives"	0.971	"Alpha amino acids and derivatives"	0.81	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	171.017	25	0.413	707666749167118336	707666499463410816	102	NA	102
