feature_id	IK2D	Sources	SMILES	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_superclass	gnps_class	gnps_subclass	gnps_npclassifier_superclass	gnps_npclassifier_class	gnps_npclassifier_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_overallFeatureQuality
47	WUYILKNJYBJDDM	sirius	C1=CC(=C(C=C1[As](=O)(O)O)[N+](=O)[O-])C(=O)N																																																																																												1.0	1.0	-inf	-inf	-242.962	0.982	0.785	31.841	C7H7AsN2O6	[M + K]+	C7H7AsKN2O6+	InChI=1S/C7H7AsN2O6/c9-7(11)5-2-1-4(8(12,13)14)3-6(5)10(15)16/h1-3H,(H2,9,11)(H2,12,13,14)		C1=CC(=C(C=C1[As](=O)(O)O)[N+](=O)[O-])C(=O)N	-0.398	225785	PUBCHEM:(225785);DSSTox:(DTXSID20969529)	137438953474.0	328.915	21.0	0.352	7.076667351833079e+17	7.076664974878934e+17	
62	KKADPXVIOXHVKN	gnps	O=C(O)C(=O)CC1=CC=C(O)C=C1	CCMSLIB00013639059	spectra_filtered.mgf	WINE-DB-ORBITRAP.mgf	0.7554	631508000.0	0.0	1.75115	6.0	0.000320435	182.985	1.0	temp/spectra_filtered.mgf62	1.0	4-Hydroxyphenylpyruvic_acid	ESI	Orbitrap	Commercial	Axel_Marchal	TE_MLS	M+H	182.985	180.16	1.0	156-39-8		O=C(O)C(=O)CC1=CC=C(O)C=C1	InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)		1.0	Positive	WINE-DB-ORBITRAP	182.985	UPDATE-SINGLE-ANNOTATED-GOLD	Gold		C9H8O4	KKADPXVIOXHVKN-UHFFFAOYSA-N	Benzenoids	Benzene and substituted derivatives	Phenylpyruvic acid derivatives			Shikimates and Phenylpropanoids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00013639059																																																																							
63	ZLYYJUJDFKGVKB	sirius	C(=CC(=O)Cl)C(=O)Cl																																																																																												1.0	3.0	0.074	0.074	-62.565	0.032	0.302	62.23	C4H2Cl2O2	[M + H3N + H]+	C4H6Cl2NO2+	InChI=1S/C4H2Cl2O2/c5-3(7)1-2-4(6)8/h1-2H	But-2-enedioyl dichloride	C(=CC(=O)Cl)C(=O)Cl	1.5	5325504;5354159;12324	NORMAN:(NS00035162);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);MESH:(5325504);PUBCHEM:(5325504 5354159 12324);DSSTox:(DTXSID3033519);PUBMED:(null)	137506324550.0	169.978	21.0	0.351	7.07666721837032e+17	7.07666498117039e+17	
64	ORGXKMSIEODUAN	sirius	CC(=O)NC(C(Cl)Cl)O																																																																																												1.0	2.0	0.57	0.57	-36.181	0.074	0.333	55.296	C4H7Cl2NO2	[M + H]+	C4H8Cl2NO2+	InChI=1S/C4H7Cl2NO2/c1-2(8)7-4(9)3(5)6/h3-4,9H,1H3,(H,7,8)	N-(2,2-Dichloro-1-hydroxyethyl)acetamide	CC(=O)NC(C(Cl)Cl)O	0.4	92148084;92264010;219434	PUBCHEM:(92148084 92264010 219434)	2.0	171.993	22.0	0.363	7.076667347596832e+17	7.076664981673706e+17	
65	RUUBIFVWPACNLY	sirius	C(C(Cl)Cl)(O)O																																																																																												1.0	1.0	0.076	0.076	-62.513	1.0	0.273	10.251	C2H4Cl2O2	[M + H]+	C2H5Cl2O2+	InChI=1S/C2H4Cl2O2/c3-1(4)2(5)6/h1-2,5-6H	2,2-Dichloro-1,1-ethanediol	C(C(Cl)Cl)(O)O	0.4	85275	PUBCHEMANNOTATIONBIO:(null);NORMAN:(NS00055229);HMDB:(HMDB0062193);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);CHEBI:(34213);KEGG:(C14860);PUBCHEM:(85275);DSSTox:(DTXSID10936422)	137523101994.0	130.967	22.0	0.361	7.07666753231399e+17	7.07666498213508e+17	
66	KVUDZUPUUSUAAJ	sirius	C(OC(=O)OCCl)Cl																																																																																												1.0	2.0	0.048	0.048	-68.187	0.012	0.481	68.556	C3H4Cl2O3	[M + H]+	C3H5Cl2O3+	InChI=1S/C3H4Cl2O3/c4-1-7-3(6)8-2-5/h1-2H2	Bis(chloromethyl) carbonate	C(OC(=O)OCCl)Cl	1.325	2756722	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(2756722)	67108866.0	158.962	21.0	0.353	7.076667554459917e+17	7.076664982638396e+17	
68	FQNQSESHWCVQCT	sirius	CNC(=O)COC(=O)C(Cl)Cl																																																																																												1.0	2.0	0.195	0.195	-67.957	0.282	0.333	119.528	C5H7Cl2NO3	[M + H]+	C5H8Cl2NO3+	InChI=1S/C5H7Cl2NO3/c1-8-3(9)2-11-5(10)4(6)7/h4H,2H2,1H3,(H,8,9)	N-methyl dichloroacetoxyacetamide	CNC(=O)COC(=O)C(Cl)Cl	0.8	86738141	PUBCHEM:(86738141)	2.0	199.988	21.0	0.356	7.076667608105069e+17	7.076664983561144e+17	
70	ZNUGHXHKUYIMJW	sirius	CC1=CC2=CC(=CN=C2N1S(=O)(=O)P)Br																																																																																												1.0	1.0	-inf	-inf	-188.588	0.482	0.252	16.038	C8H8BrN2O2PS	[M - H2O + H]+	C8H7BrN2OPS+	InChI=1S/C8H8BrN2O2PS/c1-5-2-6-3-7(9)4-10-8(6)11(5)15(12,13)14/h2-4H,14H2,1H3	(5-Bromo-2-methylpyrrolo[2,3-b]pyridin-1-yl)sulfonylphosphane	CC1=CC2=CC(=CN=C2N1S(=O)(=O)P)Br	1.9	90202148	PUBCHEM:(90202148)	2.0	288.919	22.0	0.371	7.076667601436124e+17	7.076664984232233e+17	
72	YMQUIKHZTQNZGZ	sirius	CC=CCN=C(N)N																																																																																												1.0	1.0	0.378	0.378	-33.304	0.998	0.333	47.825	C5H11N3	[M + H3N + H]+	C5H15N4+	InChI=1S/C5H11N3/c1-2-3-4-8-5(6)7/h2-3H,4H2,1H3,(H4,6,7,8)	2-[(E)-but-2-enyl]guanidine	CC=CCN=C(N)N	-0.3	55285409;10909534;54516321	PUBCHEM:(55285409 10909534 54516321);PUBMED:(null)	66.0	131.129	23.0	0.376	7.076667299488163e+17	7.076664985029151e+17	
73	UXINKVOPILTUGI	sirius	CS(=O)(=O)OP(O)OS(=O)(=O)C																																																																																												1.0	2.0	0.042	0.042	-40.642	0.216	0.221	9.572	C2H7O7PS2	[M - H2O + H]+	C2H6O6PS2+	InChI=1S/C2H7O7PS2/c1-11(4,5)8-10(3)9-12(2,6)7/h3H,1-2H3	[Hydroxy(methylsulfonyloxy)phosphanyl] methanesulfonate	CS(=O)(=O)OP(O)OS(=O)(=O)C	-1.3	89725602	PUBCHEM:(89725602)	2.0	220.935	22.0	0.375	7.076667518682502e+17	7.076664985364695e+17	
74	KDXKERNSBIXSRK	sirius	C(CCN)CC(C(=O)O)N																																																																																												1.0	2.0	0.567	0.668	-99.669	0.013	0.333	10.964	C6H14N2O2	[M + H]+	C6H15N2O2+	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)	Lysin	C(CCN)CC(C(=O)O)N	-1.103	118524989;134261062;21846779;58618378;4477687;161563499;161563500;157506906;155640846;87528070;87190895;87191245;16057978;50992680;5242389;5248709;5259891;16213293;16213331;16213426;16213428;16217576;16217578;16219563;5460921;5460920;5460922;5460924;5460925;5460926;5460928;135207569;118264373;53989584;53989588;53989590;53989591;58203005;58219022;58219025;58359512;124202796;101611383;101738686;101738688;102351657;102351658;101966858;135739675;59069846;59373180;59373182;160448859;140533859;92043531;91869589;10290870;10313213;159106142;159106141;159106143;159106144;641599;159403454;89059446;165412530;141740771;90862357;153693994;153694824;153694890;153711326;71774817;131708617;131708625;131708709;131852320;131854682;11378574;45157534;88683742;59703106;88901890;88901892;88901900;88901911;10975638;88952248;130346519;866;5962;57449;134478;450558;450564;150791321;3532358;12135279;12149172;12149174;12149175;3784624;12205370;12205346;12205349;12205352;12205354;12205357;12205358;12205360;12205363;12205365;12205371;122198194;148178435;122482875;90389224;71309085;71309189;71309643;71310243;44231977;57616908;57616911;57616912;57616921;158520002;141241661;24848423	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000182 HMDB0003405 HMDB0301757);MiMeDB:(MMDBc0000059 MMDBc0000240 MMDBc0057151);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(69567 5962 5460920 866 12047 641599 5460928 5460926 69568 57449);SUPERNATURAL:(SN0182983 SN0182984);HSDB:(56-87-1);MESH:(866 5962);FooDB:(FDB000474 FDB000475 FDB012887 FDB023163);PUBCHEM:(118524989 134261062 21846779 58618378 4477687 161563499 161563500 157506906 155640846 87528070 87190895 87191245 16057978 50992680 5242389 5248709 5259891 16213293 16213331 16213426 16213428 16217576 16217578 16219563 5460921 5460920 5460922 5460924 5460925 5460926 5460928 135207569 118264373 53989584 53989588 53989590 53989591 58203005 58219022 58219025 58359512 124202796 101611383 101738686 101738688 102351657 102351658 101966858 135739675 59069846 59373180 59373182 160448859 140533859 92043531 91869589 10290870 10313213 159106142 159106141 159106143 159106144 641599 159403454 89059446 165412530 141740771 90862357 153693994 153694824 153694890 153711326 71774817 131708617 131708625 131708709 131852320 131854682 11378574 45157534 88683742 59703106 88901890 88901892 88901900 88901911 10975638 88952248 130346519 866 5962 57449 134478 450558 450564 150791321 3532358 12135279 12149172 12149174 12149175 3784624 12205370 12205346 12205349 12205352 12205354 12205357 12205358 12205360 12205363 12205365 12205371 122198194 148178435 122482875 90389224 71309085 71309189 71309643 71310243 44231977 57616908 57616911 57616912 57616921 158520002 141241661 24848423);GNPS:(CCMSLIB00000577950 CCMSLIB00003137552);COCONUT:(CNP0204700);NORMAN:(NS00078396 NS00082898 NS00079897 NS00003109 NS00079467 NS00079676 NS00080722 NS00084621);METACYC:(SMA-0000161 SMA-0000082 CPD1UA-5654 SMA-0000635 SMA-0000491 SMA-0000436 SMA-0000468 SMA-0000638 SMA-0000452 SMA-0000063 SMA-0000484 SMA-0000449 SMA-0000420 SMA-0000099 SMA-0000286 SMA-0000089 LYS SMA-0000048 SMA-0000404 SMA-0000686 SMA-0000318 SMA-0000110 SMA-0000032 SMA-0000475 SMA-0000459 SMA-0000066 CPD-219);PLANTCYC:(LYS);CHEBI:(32564 132486 32551 32552 25094 32550 32557 32565 53633 18019 133538 16855 32563 32556 53558 32558);KEGG:(C00047 C00739 C16440);DSSTox:(DTXSID00480388 DTXSID00745949 DTXSID10370387 DTXSID10745753 DTXSID10947159 DTXSID10951110 DTXSID10962549 DTXSID30583876 DTXSID30584449 DTXSID30745795 DTXSID30883525 DTXSID401316450 DTXSID40583943 DTXSID4074986 DTXSID601014484 DTXSID6023232 DTXSID60480389 DTXSID60669536 DTXSID701317326 DTXSID70192769 DTXSID70583850 DTXSID70583875 DTXSID80583942 DTXSID80884365 DTXSID9029198 DTXSID90859004);LOTUS:(Q27077084 Q178430 Q20816880);YMDB:(YMDB00330);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(KDXKERNSBIXSRK-UHFFFAOYSA-N)	139577465726.0	147.113	23.0	0.378	7.076667206206838e+17	7.076664985658296e+17	
75	AHLPHDHHMVZTML	isdb	NCCCC(N)C(=O)O																																													130.0	Amino acids and Peptides	0.8888888888888888	Small peptides	0.8888888888888888	Aminoacids	0.8888888888888888	3.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27102952	AHLPHDHHMVZTML-UHFFFAOYSA-N	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)	NCCCC(N)C(=O)O	C5H12N2O2	pos_1_1proton	132.089877624	5-Amino-2-azaniumylpentanoate	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']	9.0	3.0	10.5	1.0																								
75	ONIBWKKTOPOVIA	isdb	O=C(O)C1CCCN1																																													130.0	Amino acids and Peptides	0.8888888888888888	Small peptides	0.8888888888888888	Aminoacids	0.8888888888888888	3.0	0.0	MS1_match	http://www.wikidata.org/entity/Q484583	ONIBWKKTOPOVIA-UHFFFAOYSA-N	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)	O=C(O)C1CCCN1	C5H9NO2	pos_1_1proton1ammonium	115.063328528	Pyrrolidin-1-ium-2-carboxylate	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']	9.0	3.0	10.5	1.0																								
75	UQBOJOOOTLPNST	isdb	C=C(N)C(=O)O																																													130.0	Amino acids and Peptides	0.8888888888888888	Small peptides	0.8888888888888888	Aminoacids	0.8888888888888888	3.0	0.0	MS1_match	http://www.wikidata.org/entity/Q1183089	UQBOJOOOTLPNST-UHFFFAOYSA-N	InChI=1S/C3H5NO2/c1-2(4)3(5)6/h1,4H2,(H,5,6)	C=C(N)C(=O)O	C3H5NO2	pos_1_1proton1ethylamine	87.0320284	Dehydroalanine	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']	9.0	3.0	10.5	1.0																								
75	YRGRLZXBOJQQDP	sirius	C1C(CC1N)C(=O)O																																																																																												1.0	1.0	0.071	0.099	-90.936	0.983	0.333	25.882	C5H9NO2	[M + H3N + H]+	C5H13N2O2+	InChI=1S/C5H9NO2/c6-4-1-3(2-4)5(7)8/h3-4H,1-2,6H2,(H,7,8)	3-Aminocyclobutane-1-carboxylate	C1C(CC1N)C(=O)O	-2.9	40463608;152765554;194581	MESH:(194581);PUBCHEM:(40463608 152765554 194581);DSSTox:(DTXSID70995838);PUBMED:(null)	137438953542.0	133.097	23.0	0.378	7.076667166193176e+17	7.07666498599384e+17	
76	KPXBYZJRPLRTGX	sirius	COS(=O)(=O)OCC=C(Cl)Cl																																																																																												1.0	1.0	0.043	0.043	-64.285	1.0	0.999	17.525	C4H6Cl2O4S	[M + Na]+	C4H6Cl2NaO4S+	InChI=1S/C4H6Cl2O4S/c1-9-11(7,8)10-3-2-4(5)6/h2H,3H2,1H3	3,3-Dichloroprop-2-enyl methyl sulfate	COS(=O)(=O)OCC=C(Cl)Cl	1.5	153524480	PUBCHEM:(153524480)	2.0	242.926	23.0	0.389	7.076667431063488e+17	7.076664986287442e+17	
77	SCWKXSHZTGDNRE	sirius	CCN(S(=O)(=O)C1=CC=C(C=C1)Cl)S(=O)(=O)N=C=O																																																																																												1.0	1.0	0.057	0.041	-145.099	0.999	1.0	65.675	C9H9ClN2O5S2	[M + K]+	C9H9ClKN2O5S2+	InChI=1S/C9H9ClN2O5S2/c1-2-12(19(16,17)11-7-13)18(14,15)9-5-3-8(10)4-6-9/h3-6H,2H2,1H3	4-chloro-N-ethyl-N-isocyanatosulfonylbenzenesulfonamide	CCN(S(=O)(=O)C1=CC=C(C=C1)Cl)S(=O)(=O)N=C=O	2.8	88845411	PUBCHEM:(88845411)	2.0	362.926	23.0	0.387	7.076668080719279e+17	7.076664986622986e+17	
79	HCSKILVSDLILBO	sirius	CC1=C(C(=O)OC1=O)C=CCCCC=CC(=O)O																																																																																												1.0	2.0	0.082	0.082	-169.054	0.025	0.309	16.442	C13H14O5	[M - H2O + H]+	C13H13O4+	InChI=1S/C13H14O5/c1-9-10(13(17)18-12(9)16)7-5-3-2-4-6-8-11(14)15/h5-8H,2-4H2,1H3,(H,14,15)	Tricladolide A	CC1=C(C(=O)OC1=O)C=CCCCC=CC(=O)O	2.0	73023261;11593996	COCONUT:(CNP0357508);SUPERNATURAL:(SN0122042);PUBCHEM:(73023261 11593996);LOTUS:(Q104167707 Q75068985);PUBMED	271581250.0	233.079	20.0	0.341	7.076667253141101e+17	7.076664987168246e+17	
81	FATVVEDXFDYTML	sirius	C1=CC(=CN=C1)CN2C3=C(C(=O)NC2=O)NC=N3																																																																																												1.0	5.0	0.042	0.042	-191.358	0.082	0.093	10.562	C11H9N5O2	[M + H3N + H]+	C11H13N6O2+	InChI=1S/C11H9N5O2/c17-10-8-9(14-6-13-8)16(11(18)15-10)5-7-2-1-3-12-4-7/h1-4,6H,5H2,(H,13,14)(H,15,17,18)	3-[(pyridin-3-yl)methyl]-2,3,6,7-tetrahydro-1H-purine-2,6-dione	C1=CC(=CN=C1)CN2C3=C(C(=O)NC2=O)NC=N3	0.004	1793422	COCONUT:(CNP0120577);SUPERNATURAL:(SN0080679);PUBCHEM:(1793422)	3145730.0	261.11	20.0	0.334	7.076667275664515e+17	7.076664987755448e+17	
84	CUUMULNESHBYIH	sirius	C(=NC1C(=O)N(C(=S)S1)C(=O)O)=S																																																																																												1.0	2.0	-inf	-inf	-227.934	0.187	0.074	3.864	C5H2N2O3S3	[M - H2O + H]+	C5HN2O2S3+	InChI=1S/C5H2N2O3S3/c8-3-2(6-1-11)13-5(12)7(3)4(9)10/h2H,(H,9,10)	5-Isothiocyanato-4-oxo-2-sulfanylidene-1,3-thiazolidine-3-carboxylic acid	C(=NC1C(=O)N(C(=S)S1)C(=O)O)=S	2.9	87665510	PUBCHEM:(87665510)	2.0	216.92	20.0	0.328	7.076667395873275e+17	7.076664988678195e+17	
87	WVMGTWKWGPRKCO	sirius	COC(=O)C1=C(C(=CC(=C1Cl)Br)Cl)O																																																																																												1.0	4.0	0.045	0.012	-99.329	0.022	0.062	11.321	C8H5BrCl2O3	[M + K]+	C8H5BrCl2KO3+	InChI=1S/C8H5BrCl2O3/c1-14-8(13)5-6(11)3(9)2-4(10)7(5)12/h2,12H,1H3	Methyl 3-bromo-2,5-dichloro-6-hydroxybenzoate	COC(=O)C1=C(C(=CC(=C1Cl)Br)Cl)O	3.9	130188571	PUBCHEM:(130188571)	2.0	336.844	23.0	0.386	7.076667625133943e+17	7.076664989684828e+17	
88	NOUXEVIXDQUUHD	sirius	C(=C(C(=O)O)Br)(C(=O)NN)Br																																																																																												1.0	1.0	-inf	-inf	-133.926	0.412	0.306	0.692	C4H4Br2N2O3	[M - H2O + H]+	C4H3Br2N2O2+	InChI=1S/C4H4Br2N2O3/c5-1(3(9)8-7)2(6)4(10)11/h7H2,(H,8,9)(H,10,11)	(Z)-2,3-dibromo-4-hydrazinyl-4-oxobut-2-enoic acid	C(=C(C(=O)O)Br)(C(=O)NN)Br	-1.9	154368699	PUBCHEM:(154368699)	2.0	268.855	23.0	0.39	7.076667710488036e+17	7.076664990062316e+17	
89	AAIZDZYMJILNEC	sirius	CCCSC=CC(=O)O																																																																																												1.0	1.0	0.151	0.151	-61.583	0.992	0.333	65.989	C6H10O2S	[M + H3N + H]+	C6H14NO2S+	InChI=1S/C6H10O2S/c1-2-4-9-5-3-6(7)8/h3,5H,2,4H2,1H3,(H,7,8)	3-Propylsulfanylprop-2-enoic acid	CCCSC=CC(=O)O	1.4	42481153;14089911;14089912;72727244	PUBCHEM:(42481153 14089911 14089912 72727244)	2.0	164.074	24.0	0.393	7.076667190436253e+17	7.07666499039786e+17	
90	OUTFDTGUYMRODV	sirius	C1=CON=C1CS(=O)(=O)N																																																																																												1.0	1.0	0.042	0.042	-205.302	1.0	1.0	169.707	C4H6N2O3S	[M + K]+	C4H6KN2O3S+	InChI=1S/C4H6N2O3S/c5-10(7,8)3-4-1-2-9-6-4/h1-2H,3H2,(H2,5,7,8)	1,2-Oxazol-3-ylmethanesulfonamide	C1=CON=C1CS(=O)(=O)N	-1.1	69615604	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(69615604)	67108866.0	200.973	20.0	0.341	7.07666730124977e+17	7.076664990691461e+17	
91	FZYNPLSCEWOVQV	sirius	CNC(=O)C1=CN(N=C1C(=O)NC)C																																																																																												1.0	5.0	0.097	0.097	-155.603	0.021	0.023	12.851	C8H12N4O2	[M + K]+	C8H12KN4O2+	InChI=1S/C8H12N4O2/c1-9-7(13)5-4-12(3)11-6(5)8(14)10-2/h4H,1-3H3,(H,9,13)(H,10,14)	Pyrazole-3,4-dicarboxamide, N,N',1-trimethyl-	CNC(=O)C1=CN(N=C1C(=O)NC)C	-0.9	210532	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(210532);DSSTox:(DTXSID10175531)	137506062338.0	235.057	24.0	0.396	7.076667686454671e+17	7.076664991027005e+17	
92	KPOZJXYXGDUPFW	sirius	C(CC(N=C(N)N)OCl(=O)=O)CN																																																																																												1.0	1.0	0.137	0.137	-99.769	0.781	0.609	33.841	C5H13ClN4O3	[M + K]+	C5H13ClKN4O3+	InChI=1S/C5H13ClN4O3/c7-3-1-2-4(10-5(8)9)13-6(11)12/h4H,1-3,7H2,(H4,8,9,10)	Agmatinchlorate	C(CC(N=C(N)N)OCl(=O)=O)CN	0.8	129890962	PUBCHEM:(129890962)	2.0	251.031	24.0	0.394	7.076667557731474e+17	7.076664991320607e+17	
